,Class of Orbit,Country of Operator/Owner,Operator/Owner,Users,Purpose,Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Year of Launch,Expected Lifetime (yrs.),Contractor,Country of Contractor,Launch Site,Launch Vehicle
4334,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4335,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4336,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4337,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4338,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4339,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4340,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4341,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4342,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4343,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4344,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4345,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4346,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4347,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4348,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4349,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4350,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4351,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4352,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4353,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4354,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4355,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4356,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4357,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4358,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4359,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4360,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4361,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4362,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4363,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4364,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4365,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4366,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4367,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4368,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4369,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4370,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4371,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4372,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4373,LEO,USA,SpaceX,Commercial,Communications,258.0,280.0,0.00166,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4374,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4375,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4376,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4377,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4378,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4379,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4380,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4381,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4382,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4383,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4384,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4385,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4386,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4387,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4388,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4389,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4390,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4391,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4392,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4393,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4394,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4395,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4396,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4397,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4398,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4399,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4400,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4401,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4402,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4403,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4404,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4405,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4406,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4407,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4408,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4409,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4410,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4411,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4412,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4413,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4414,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4415,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4416,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4417,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4418,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4419,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4420,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4421,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4422,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4423,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4424,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4425,LEO,USA,SpaceX,Commercial,Communications,548.0,561.0,0.000939,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4426,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4427,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4428,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4429,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4430,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4431,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4432,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4433,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4434,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4435,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4436,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4437,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4438,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4439,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4440,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4441,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4442,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4443,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4444,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4445,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4446,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4447,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4448,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4449,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4450,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4451,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4452,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4453,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4454,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4455,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4456,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4457,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4458,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4459,LEO,USA,SpaceX,Commercial,Communications,258.0,280.0,0.00166,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4460,LEO,USA,SpaceX,Commercial,Communications,258.0,280.0,0.00166,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4461,LEO,USA,SpaceX,Commercial,Communications,258.0,280.0,0.00166,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4462,LEO,USA,SpaceX,Commercial,Communications,258.0,280.0,0.00166,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4463,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4464,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4465,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4466,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4467,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4468,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4469,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4470,LEO,USA,SpaceX,Commercial,Communications,258.0,280.0,0.00166,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4471,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4472,LEO,USA,SpaceX,Commercial,Communications,258.0,280.0,0.00166,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4473,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4474,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4475,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4476,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4477,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4478,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4479,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4480,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4481,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4482,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4483,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4484,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4485,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4486,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4487,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4488,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4489,LEO,USA,SpaceX,Commercial,Communications,258.0,280.0,0.00166,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4490,LEO,USA,SpaceX,Commercial,Communications,258.0,280.0,0.00166,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4491,LEO,USA,SpaceX,Commercial,Communications,258.0,280.0,0.00166,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4492,LEO,USA,SpaceX,Commercial,Communications,258.0,280.0,0.00166,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4493,LEO,USA,SpaceX,Commercial,Communications,258.0,280.0,0.00166,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4494,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4495,LEO,USA,SpaceX,Commercial,Communications,258.0,280.0,0.00166,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4496,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4497,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4498,LEO,USA,SpaceX,Commercial,Communications,258.0,280.0,0.00166,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4499,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4500,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4501,LEO,USA,SpaceX,Commercial,Communications,260.0,280.0,0.00151,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
4502,LEO,USA,SpaceX,Commercial,Communications,258.0,280.0,0.00166,53.0,95.6,260.0,2021,4.0,SpaceX,USA,Cape Canaveral,Falcon 9
