,Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Expected Lifetime (yrs.)
1977,560.0,600.0,0.00288,87.4,94.4,148.0,5.0
1978,1215.0,1220.0,0.000329,87.4,93.6,148.0,5.0
1979,1215.0,1220.0,0.000329,87.4,93.8,148.0,5.0
1980,1215.0,1220.0,0.000329,87.4,93.8,148.0,5.0
1981,1215.0,1220.0,0.000329,87.4,93.8,148.0,5.0
1982,1215.0,1220.0,0.000329,87.4,94.4,148.0,5.0
1983,1215.0,1220.0,0.000329,87.4,93.7,148.0,5.0
1984,1215.0,1220.0,0.000329,87.4,93.7,148.0,5.0
1985,1215.0,1220.0,0.000329,87.4,93.6,148.0,5.0
1986,1215.0,1220.0,0.000329,87.4,93.6,148.0,5.0
1987,1215.0,1220.0,0.000329,87.4,96.5,148.0,5.0
1988,1215.0,1220.0,0.000329,87.4,94.4,148.0,5.0
1989,1215.0,1220.0,0.000329,87.4,93.7,148.0,5.0
1990,1215.0,1220.0,0.000329,87.4,94.6,148.0,5.0
1991,1215.0,1220.0,0.000329,87.4,93.9,148.0,5.0
1992,1215.0,1220.0,0.000329,87.4,93.8,148.0,5.0
1993,1215.0,1220.0,0.000329,87.3,93.5,148.0,5.0
1994,1215.0,1220.0,0.000329,87.4,93.6,148.0,5.0
1995,1215.0,1220.0,0.000329,87.4,94.7,148.0,5.0
1996,1215.0,1220.0,0.000329,87.4,93.8,148.0,5.0
1997,1215.0,1220.0,0.000329,87.4,93.6,148.0,5.0
1998,1215.0,1220.0,0.000329,87.4,93.7,148.0,5.0
1999,1215.0,1220.0,0.000329,87.4,94.8,148.0,5.0
2000,1215.0,1220.0,0.000329,87.4,94.0,148.0,5.0
2001,1215.0,1220.0,0.000329,87.4,94.0,148.0,5.0
2002,1215.0,1220.0,0.000329,87.4,96.2,148.0,5.0
2003,1215.0,1220.0,0.000329,87.4,95.8,148.0,5.0
2004,1215.0,1220.0,0.000329,87.4,96.6,148.0,5.0
2005,1215.0,1220.0,0.000329,87.4,93.7,148.0,5.0
2006,1215.0,1220.0,0.000329,87.4,94.1,148.0,5.0
2007,1215.0,1220.0,0.000329,87.4,94.0,148.0,5.0
2008,1215.0,1220.0,0.000329,87.4,94.8,148.0,5.0
2009,1215.0,1220.0,0.000329,87.4,94.0,148.0,5.0
2010,1215.0,1220.0,0.000329,87.4,94.2,148.0,5.0
2011,1215.0,1220.0,0.000329,87.4,94.3,148.0,5.0
2012,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2013,1215.0,1220.0,0.000329,87.4,94.3,148.0,5.0
2014,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2015,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2016,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2017,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2018,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2019,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2020,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2021,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2022,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2023,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2024,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2025,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2026,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2027,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2028,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2029,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2030,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2031,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2032,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2033,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2034,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2035,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2036,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2037,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2038,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2039,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2040,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2041,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2042,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2043,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2044,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2045,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2046,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2047,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2048,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2049,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2050,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2051,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2052,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2053,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2054,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2055,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2056,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2057,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2058,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2059,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2060,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2061,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2062,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2063,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2064,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2065,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2066,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2067,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2068,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2069,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2070,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2071,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2072,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2073,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2074,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2075,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2076,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2077,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2078,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2079,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2080,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2081,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2082,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2083,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2084,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2085,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2086,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2087,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2088,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2089,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2090,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2091,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2092,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2093,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2094,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2095,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2096,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2097,440.0,450.0,0.000734,87.4,96.3,148.0,5.0
2098,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2099,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2100,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2101,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2102,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2103,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2104,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2105,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2106,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2107,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2108,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2109,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2110,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2111,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2112,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2113,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2114,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2115,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2116,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2117,1200.0,1202.0,0.000132,87.4,96.3,148.0,5.0
2118,1200.0,1202.0,0.000132,87.4,96.3,148.0,5.0
2119,1200.0,1202.0,0.000132,87.4,96.3,148.0,5.0
2120,1200.0,1202.0,0.000132,87.4,96.3,148.0,5.0
2121,1200.0,1202.0,0.000132,87.4,96.3,148.0,5.0
2122,1200.0,1202.0,0.000132,87.4,96.3,148.0,5.0
2123,1200.0,1202.0,0.000132,87.4,96.3,148.0,5.0
2124,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2125,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2126,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2127,1215.0,1220.0,0.000329,87.4,93.5,148.0,5.0
2128,1200.0,1202.0,0.000132,87.4,96.3,148.0,5.0
2129,1200.0,1202.0,0.000132,87.4,96.3,148.0,5.0
2130,1200.0,1202.0,0.000132,87.4,96.3,148.0,5.0
2131,1200.0,1202.0,0.000132,87.4,96.3,148.0,5.0
2132,1200.0,1202.0,0.000132,87.4,96.3,148.0,5.0
2133,1200.0,1202.0,0.000132,87.4,96.3,148.0,5.0
2134,1200.0,1202.0,0.000132,87.4,96.3,148.0,5.0
2135,1200.0,1202.0,0.000132,87.4,96.3,148.0,5.0
2136,1200.0,1202.0,0.000132,87.4,96.3,148.0,5.0
2137,1200.0,1202.0,0.000132,87.4,96.3,148.0,5.0
2138,1200.0,1202.0,0.000132,87.4,96.3,148.0,5.0
2139,1200.0,1202.0,0.000132,87.4,96.3,148.0,5.0
2140,1200.0,1202.0,0.000132,87.4,96.3,148.0,5.0
2141,1200.0,1202.0,0.000132,87.4,96.3,148.0,5.0
2142,1200.0,1202.0,0.000132,87.4,96.3,148.0,5.0
2143,1200.0,1202.0,0.000132,87.4,96.3,148.0,5.0
2144,1200.0,1202.0,0.000132,87.4,96.3,148.0,5.0
2145,1200.0,1202.0,0.000132,87.4,96.3,148.0,5.0
2146,1200.0,1202.0,0.000132,87.4,96.3,148.0,5.0
2147,1200.0,1202.0,0.000132,87.4,96.3,148.0,5.0
2148,1200.0,1202.0,0.000132,87.4,96.3,148.0,5.0
2149,1200.0,1202.0,0.000132,87.4,96.3,148.0,5.0
2150,1200.0,1202.0,0.000132,87.4,96.3,148.0,5.0
2151,1200.0,1202.0,0.000132,87.4,96.3,148.0,5.0
2152,1200.0,1202.0,0.000132,87.4,96.3,148.0,5.0
2153,1200.0,1202.0,0.000132,87.4,96.3,148.0,5.0
2154,1200.0,1202.0,0.000132,87.4,96.3,148.0,5.0
2155,1200.0,1202.0,0.000132,87.4,96.3,148.0,5.0
2156,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2157,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2158,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2159,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2160,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2161,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2162,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2163,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2164,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2165,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2166,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2167,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2168,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2169,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2170,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2171,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2172,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2173,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2174,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2175,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2176,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2177,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2178,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2179,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2180,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2181,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2182,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2183,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2184,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2185,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2186,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2187,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2188,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2189,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2190,1200.0,1202.0,0.000132,87.4,109.3,148.0,5.0
2191,1200.0,1202.0,0.000132,87.4,109.3,148.0,5.0
2192,1200.0,1202.0,0.000132,87.4,109.3,148.0,5.0
2193,1200.0,1202.0,0.000132,87.4,109.3,148.0,5.0
2194,1200.0,1202.0,0.000132,87.4,109.3,148.0,5.0
2195,1200.0,1202.0,0.000132,87.4,109.3,148.0,5.0
2196,1200.0,1202.0,0.000132,87.4,109.3,148.0,5.0
2197,1200.0,1202.0,0.000132,87.4,109.3,148.0,5.0
2198,1200.0,1202.0,0.000132,87.4,109.3,148.0,5.0
2199,1200.0,1202.0,0.000132,87.4,109.3,148.0,5.0
2200,1200.0,1202.0,0.000132,87.4,109.3,148.0,5.0
2201,1200.0,1202.0,0.000132,87.4,109.3,148.0,5.0
2202,1200.0,1202.0,0.000132,87.4,109.3,148.0,5.0
2203,1200.0,1202.0,0.000132,87.4,109.3,148.0,5.0
2204,1200.0,1202.0,0.000132,87.4,109.3,148.0,5.0
2205,1200.0,1202.0,0.000132,87.4,109.3,148.0,5.0
2206,1200.0,1202.0,0.000132,87.4,109.3,148.0,5.0
2207,1200.0,1202.0,0.000132,87.4,109.3,148.0,5.0
2208,1200.0,1202.0,0.000132,87.4,109.3,148.0,5.0
2209,1200.0,1202.0,0.000132,87.4,109.3,148.0,5.0
2210,1200.0,1202.0,0.000132,87.4,109.3,148.0,5.0
2211,1200.0,1202.0,0.000132,87.4,109.3,148.0,5.0
2212,1200.0,1202.0,0.000132,87.4,109.3,148.0,5.0
2213,1200.0,1202.0,0.000132,87.4,109.3,148.0,5.0
2214,1200.0,1202.0,0.000132,87.4,109.3,148.0,5.0
2215,1200.0,1202.0,0.000132,87.4,109.3,148.0,5.0
2216,1200.0,1202.0,0.000132,87.4,109.3,148.0,5.0
2217,1200.0,1202.0,0.000132,87.4,109.3,148.0,5.0
2218,1200.0,1202.0,0.000132,87.4,109.3,148.0,5.0
2219,1200.0,1202.0,0.000132,87.4,109.3,148.0,5.0
2220,1200.0,1202.0,0.000132,87.4,109.3,148.0,5.0
2221,1200.0,1202.0,0.000132,87.4,109.3,148.0,5.0
2222,1200.0,1202.0,0.000132,87.4,109.3,148.0,5.0
2223,1200.0,1202.0,0.000132,87.4,109.3,148.0,5.0
2224,1200.0,1202.0,0.000132,87.4,109.3,148.0,5.0
2225,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2226,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2227,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2228,1200.0,1202.0,0.000132,87.4,109.3,148.0,5.0
2229,1200.0,1202.0,0.000132,87.4,109.3,148.0,5.0
2230,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2231,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2232,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2233,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2234,1200.0,1202.0,0.000132,87.4,96.3,148.0,5.0
2235,1200.0,1202.0,0.000132,87.4,96.3,148.0,5.0
2236,1200.0,1202.0,0.000132,87.4,109.3,148.0,5.0
2237,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2238,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2239,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2240,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2241,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2242,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2243,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2244,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2245,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2246,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2247,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2248,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2249,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2250,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2251,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2252,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2253,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2254,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2255,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2256,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2257,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2258,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2259,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2260,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2261,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2262,1200.0,1202.0,0.000132,87.4,109.6,148.0,5.0
2263,600.0,610.0,0.000717,87.4,96.75,148.0,5.0
2264,600.0,610.0,0.000717,87.4,96.75,148.0,5.0
2265,600.0,610.0,0.000717,87.4,96.75,148.0,5.0
2266,600.0,610.0,0.000717,87.4,96.75,148.0,5.0
2267,600.0,610.0,0.000717,87.4,96.75,148.0,5.0
2268,600.0,610.0,0.000717,87.4,96.75,148.0,5.0
2269,600.0,610.0,0.000717,87.4,96.75,148.0,5.0
2270,600.0,610.0,0.000717,87.4,96.75,148.0,5.0
2271,600.0,610.0,0.000717,87.4,96.75,148.0,5.0
2272,600.0,610.0,0.000717,87.4,96.75,148.0,5.0
2273,600.0,610.0,0.000717,87.4,96.75,148.0,5.0
2274,600.0,610.0,0.000717,87.4,96.75,148.0,5.0
2275,600.0,610.0,0.000717,87.4,96.75,148.0,5.0
2276,600.0,610.0,0.000717,87.4,96.75,148.0,5.0
2277,600.0,610.0,0.000717,87.4,96.75,148.0,5.0
2278,600.0,610.0,0.000717,87.4,96.75,148.0,5.0
2279,600.0,610.0,0.000717,87.4,96.75,148.0,5.0
2280,600.0,610.0,0.000717,87.4,96.75,148.0,5.0
2281,600.0,610.0,0.000717,87.4,96.75,148.0,5.0
2282,600.0,610.0,0.000717,87.4,96.75,148.0,5.0
2283,600.0,610.0,0.000717,87.4,96.75,148.0,5.0
2284,600.0,610.0,0.000717,87.4,96.75,148.0,5.0
2285,600.0,610.0,0.000717,87.4,96.75,148.0,5.0
2286,600.0,610.0,0.000717,87.4,96.75,148.0,5.0
2287,600.0,610.0,0.000717,87.4,96.75,148.0,5.0
2288,600.0,610.0,0.000717,87.4,96.75,148.0,5.0
2289,600.0,610.0,0.000717,87.4,96.75,148.0,5.0
2290,600.0,610.0,0.000717,87.4,96.75,148.0,5.0
2291,600.0,610.0,0.000717,87.4,96.75,148.0,5.0
2292,600.0,610.0,0.000717,87.4,96.75,148.0,5.0
2293,600.0,610.0,0.000717,87.4,96.75,148.0,5.0
2294,590.0,600.0,0.000718,87.4,96.75,148.0,5.0
2295,590.0,600.0,0.000718,87.4,96.75,148.0,5.0
2296,590.0,600.0,0.000718,87.4,96.75,148.0,5.0
2297,590.0,600.0,0.000718,87.4,96.75,148.0,5.0
2298,590.0,600.0,0.000718,87.4,96.75,148.0,5.0
2299,590.0,600.0,0.000718,87.4,96.75,148.0,5.0
2300,590.0,600.0,0.000718,87.4,96.75,148.0,5.0
2301,590.0,600.0,0.000718,87.4,96.75,148.0,5.0
2302,590.0,600.0,0.000718,87.4,96.75,148.0,5.0
2303,590.0,600.0,0.000718,87.4,96.75,148.0,5.0
2304,590.0,600.0,0.000718,87.4,96.75,148.0,5.0
2305,590.0,600.0,0.000718,87.4,96.75,148.0,5.0
2306,590.0,600.0,0.000718,87.4,96.75,148.0,5.0
2307,590.0,600.0,0.000718,87.4,96.75,148.0,5.0
2308,590.0,600.0,0.000718,87.4,96.75,148.0,5.0
2309,590.0,600.0,0.000718,87.4,96.75,148.0,5.0
2310,590.0,600.0,0.000718,87.4,96.75,148.0,5.0
2311,590.0,600.0,0.000718,87.4,96.75,148.0,5.0
2312,590.0,600.0,0.000718,87.4,96.75,148.0,5.0
2313,590.0,600.0,0.000718,87.4,96.75,148.0,5.0
2314,590.0,600.0,0.000718,87.4,96.4,148.0,5.0
2315,590.0,600.0,0.000718,87.4,96.4,148.0,5.0
2316,590.0,600.0,0.000718,87.4,96.75,148.0,5.0
2317,590.0,600.0,0.000718,87.4,96.75,148.0,5.0
2318,590.0,600.0,0.000718,87.4,96.75,148.0,5.0
2319,590.0,600.0,0.000718,87.4,96.4,148.0,5.0
2320,590.0,600.0,0.000718,87.4,96.4,148.0,5.0
2321,590.0,600.0,0.000718,87.4,96.75,148.0,5.0
2322,590.0,600.0,0.000718,87.4,96.75,148.0,5.0
2323,590.0,600.0,0.000718,87.4,96.75,148.0,5.0
2324,590.0,600.0,0.000718,87.4,96.75,148.0,5.0
2325,590.0,600.0,0.000718,87.4,96.75,148.0,5.0
2326,590.0,600.0,0.000718,87.4,96.4,148.0,5.0
2327,590.0,600.0,0.000718,87.4,96.4,148.0,5.0
2328,590.0,600.0,0.000718,87.4,96.75,148.0,5.0
2329,590.0,600.0,0.000718,87.4,96.4,148.0,5.0
2330,590.0,600.0,0.000718,87.4,96.75,148.0,5.0
2331,590.0,600.0,0.000718,87.4,96.75,148.0,5.0
2332,590.0,600.0,0.000718,87.4,96.4,148.0,5.0
2333,590.0,600.0,0.000718,87.4,96.75,148.0,5.0
2334,590.0,600.0,0.000718,87.4,96.75,148.0,5.0
2335,590.0,600.0,0.000718,87.4,96.4,148.0,5.0
2336,590.0,600.0,0.000718,87.4,96.75,148.0,5.0
2337,590.0,600.0,0.000718,87.4,96.4,148.0,5.0
2338,590.0,600.0,0.000718,87.4,96.4,148.0,5.0
2339,590.0,600.0,0.000718,87.4,96.4,148.0,5.0
2340,590.0,600.0,0.000718,87.4,96.4,148.0,5.0
2341,590.0,600.0,0.000718,87.4,96.4,148.0,5.0
2342,590.0,600.0,0.000718,87.4,96.75,148.0,5.0
2343,590.0,600.0,0.000718,87.4,96.4,148.0,5.0
2344,590.0,600.0,0.000718,87.4,96.4,148.0,5.0
2345,590.0,600.0,0.000718,87.4,96.4,148.0,5.0
2346,590.0,600.0,0.000718,87.4,96.4,148.0,5.0
2347,590.0,600.0,0.000718,87.4,96.4,148.0,5.0
2348,590.0,600.0,0.000718,87.4,96.4,148.0,5.0
2349,590.0,600.0,0.000718,87.4,96.4,148.0,5.0
2350,590.0,600.0,0.000718,87.4,96.75,148.0,5.0
2351,590.0,600.0,0.000718,87.4,96.4,148.0,5.0
2352,590.0,600.0,0.000718,87.4,96.4,148.0,5.0
2353,590.0,600.0,0.000718,87.4,96.4,148.0,5.0
2354,590.0,600.0,0.000718,87.4,96.4,148.0,5.0
2355,590.0,600.0,0.000718,87.4,96.4,148.0,5.0
2356,590.0,600.0,0.000718,87.4,96.4,148.0,5.0
2357,590.0,600.0,0.000718,87.4,96.4,148.0,5.0
2358,590.0,600.0,0.000718,87.4,96.4,148.0,5.0
2359,590.0,600.0,0.000718,87.4,96.4,148.0,5.0
2360,590.0,600.0,0.000718,87.4,96.4,148.0,5.0
2361,590.0,600.0,0.000718,87.4,96.4,148.0,5.0
2362,590.0,600.0,0.000718,87.4,96.4,148.0,5.0
2363,590.0,600.0,0.000718,87.4,96.4,148.0,5.0
2364,1184.0,1188.0,0.000265,87.9,109.1,148.0,5.0
2365,1184.0,1188.0,0.000265,87.9,109.1,148.0,5.0
2366,1184.0,1188.0,0.000265,87.9,109.1,148.0,5.0
2367,1184.0,1188.0,0.000265,87.9,109.1,148.0,5.0
2368,1184.0,1188.0,0.000265,87.9,109.1,148.0,5.0
2369,1184.0,1188.0,0.000265,87.9,109.1,148.0,5.0
2370,1184.0,1188.0,0.000265,87.9,109.1,148.0,5.0
2371,1184.0,1188.0,0.000265,87.9,109.1,148.0,5.0
2372,1184.0,1188.0,0.000265,87.9,109.1,148.0,5.0
2373,1184.0,1188.0,0.000265,87.9,109.1,148.0,5.0
2374,1184.0,1188.0,0.000265,87.9,109.1,148.0,5.0
2375,1184.0,1188.0,0.000265,87.9,109.1,148.0,5.0
2376,1184.0,1188.0,0.000265,87.9,109.1,148.0,5.0
2377,1184.0,1188.0,0.000265,87.9,109.1,148.0,5.0
2378,1184.0,1188.0,0.000265,87.9,109.1,148.0,5.0
2379,655.0,671.0,0.00114,86.9,98.0,148.0,5.0
2380,1184.0,1188.0,0.000265,87.9,109.1,148.0,5.0
2381,1184.0,1188.0,0.000265,87.9,109.1,148.0,5.0
2382,1184.0,1188.0,0.000265,87.9,109.1,148.0,5.0
2383,1184.0,1188.0,0.000265,87.9,109.1,148.0,5.0
2384,655.0,672.0,0.00121,86.9,98.0,148.0,5.0
2385,1184.0,1188.0,0.000265,87.9,109.1,148.0,5.0
2386,1184.0,1188.0,0.000265,87.9,109.1,148.0,5.0
2387,1184.0,1188.0,0.000265,87.9,109.1,148.0,5.0
2388,1184.0,1188.0,0.000265,87.9,109.1,148.0,5.0
2389,655.0,670.0,0.00107,86.9,98.0,148.0,5.0
2390,656.0,671.0,0.00107,86.9,97.9,148.0,5.0
2391,1184.0,1188.0,0.000265,87.9,109.1,148.0,5.0
2392,655.0,672.0,0.00121,87.9,109.1,148.0,5.0
