#Launch_Tag,Launch_Date,Piece,Type,Name,PLName,JCAT,LV_Type,Flight_ID,Platform,Launch_Site,Launch_Pad,Ascent_Site,Ascent_Pad,Agency,Launch_Code,LTCite,price_per_kg,max_mass
1975-024,1975 Apr  2 1100:00,1975-024A,P  N,Kosmos-723,US-A No. 318 ROCh,S07718,R-36 / Cyclone,67049-158,-,NIIP-5,LC90/20,-,-,RVSN,OS,AK15/RAEX,8400,4100
1975-F02,1975 Apr  5 1104:54,1975-F02,PH HF,[Soyuz-18],Soyuz 7K-T No. 39,F00734,Soyuz,Kh15000-023,-,NIIP-5,LC1,-,-,RVSN,OF,NK0204-71,17900,7800
1975-025,1975 Apr  7 1100:00,1975-025A,P  N,Kosmos-724,US-A No. 321 ROCh,S07727,R-36 / Cyclone,45023-413-02,-,NIIP-5,LC90/20,-,-,RVSN,OS,AK15/RAEX,8400,4100
1975-026,1975 Apr  8 1829:56,1975-026A,P,Kosmos-725,DS-P1-Yu No. 77L,S07730,Kosmos,64643-172,-,NIIP-53,LC133/3,-,-,RVSN,OS,AVMDS,14900,1500
1975-027,1975 Apr  9 2358:02,1975-027A,P,Geos 3,Geos C,S07734,Delta 1000-Series,584/D109,-,V,SLC2W,-,-,GSFC,OS,LR750410,NA,NA
1975-028,1975 Apr 11 0757:14,1975-028A,P,Kosmos-726,Tsiklon-B,S07736,Kosmos,65033-203,-,NIIP-53,LC132/1,-,-,RVSN,OS,AK15/RAEX,14900,1500
1975-F03,1975 Apr 13 0051,1975-F03,P   F,P72-2,STP P72-2,F00738,Atlas F,71F,-,VS,SLC3W,-,-,SAMSO,OF,JG9602,NA,NA
1975-029,1975 Apr 14 1752:59,1975-029A,P,Molniya-3,Molniya-3 No. 12L,S07738,Molniya,76043  -531,-,NIIP-53,LC41/1,-,-,RVSN,OS,NK9815-26,15700,3700
1975-030,1975 Apr 16 0800:01,1975-030A,P,Kosmos-727,Germes No. 54L,S07742,Soyuz,76041  -849,-,NIIP-5,LC31,-,-,RVSN,OS,AK15/RAEX,17900,7800
1975-031,1975 Apr 18 1000,1975-031A,P,Kosmos-728,Gektor No. 62L,S07745,Voskhod 11A57,77016  -212,-,NIIP-53,LC41/1,-,-,RVSN,OS,AK15/RAEX,NA,NA
1975-031,1975 Apr 18 1000,1975-031G,PX-S---,Kapsula Kosmosa-728,Nauka 15KS No. 1L,S07779,Voskhod 11A57,77016  -212,-,NIIP-53,LC41/1,-,-,RVSN,OS,AK15/RAEX,NA,NA
1975-032,1975 Apr 18 1645?,1975-032A,P A,OPS 4883,GAMBIT-3 FM-44,S07747,Titan III+,24B-14 (3B-48),-,VS,SLC4W,-,-,SAMSO,OS,TLE,21000,14515
1975-032,1975 Apr 18 1645?,1975-032,PX-RT--,SRV Mission 4344-1,SRV-1,A02542,Titan III+,24B-14 (3B-48),-,VS,SLC4W,-,-,SAMSO,OS,TLE,21000,14515
1975-032,1975 Apr 18 1645?,1975-032,PX-RT--,SRV Mission 4344-2,SRV-2,A02557,Titan III+,24B-14 (3B-48),-,VS,SLC4W,-,-,SAMSO,OS,TLE,21000,14515
1975-033,1975 Apr 19 0758:55,1975-033A,P,Aryabhata,ISS,S07752,Kosmos,53731-279,-,GTsP-4,LC107/2,-,-,RVSN,OS,"BASI3,75",14900,1500
1975-034,1975 Apr 22 2110:37,1975-034A,P,Kosmos-729,Zaliv No. 8,S07768,Kosmos,53731-274,-,NIIP-53,LC132/1,-,-,RVSN,OS,AK15/RAEX,14900,1500
1975-035,1975 Apr 24 0804:59,1975-035A,P,Kosmos-730,Germes No. 48L,S07770,Voskhod 11A57,76041  -788,-,NIIP-53,LC43/3,-,-,RVSN,OS,AK15/RAEX,NA,NA
1975-036,1975 Apr 29 1023:59,1975-036A,P,Molniya-1,Molniya-1 No. 35L,S07780,Molniya,M 15000-064,-,NIIP-53,LC41/1,-,-,RVSN,OS,AK15/RAEX,15700,3700
1975-037,1975 May  7 2245:01,1975-037A,P,SAS 3,SAS C,S07788,Scout,S194C,-,SMLC,-,-,-,CRA,OS,LAAFB,118500,122
1975-038,1975 May  7 2335:26,1975-038A,P,Anik A3,Anik A3,S07790,Delta 2000-Series,596/D110,-,CC,LC17B,-,-,GSFC,OS,TR-1022,37800,1860
1975-039,1975 May 17 1032,1975-039A,P,Pollux,D-5A,S07801,Diamant BP.4,No. 2,-,CSG,Diamant,-,-,CNES,OS,Falworth,NA,NA
1975-039,1975 May 17 1032,1975-039B,P,Castor,D-5B,S07802,Diamant BP.4,No. 2,-,CSG,Diamant,-,-,CNES,OS,Falworth,NA,NA
1975-040,1975 May 20 1403:48,1975-040A,P,DSCS II F-5,DSCS II B-5,S07807,Titan III+,23C-7 (3C-25),-,CC,LC40,-,-,SAMSO,OS,AFT3,21000,14515
1975-040,1975 May 20 1403:48,1975-040B,P,DSCS II F-6,DSCS II B-6,S07808,Titan III+,23C-7 (3C-25),-,CC,LC40,-,-,SAMSO,OS,AFT3,21000,14515
1975-041,1975 May 21 0659:32,1975-041A,P,Kosmos-731,Gektor No. 55L,S07810,Voskhod 11A57,78031  -195,-,NIIP-5,LC31,-,-,RVSN,OS,AK15/RAEX,NA,NA
1975-041,1975 May 21 0659:32,1975-041H,PX-S---,Kapsula Kosmosa-731,Nauka 9KS No. 2L,S07885,Voskhod 11A57,78031  -195,-,NIIP-5,LC31,-,-,RVSN,OS,AK15/RAEX,NA,NA
1975-042,1975 May 22 2204:00,1975-042A,P      G,INTELSAT IV F1,INTELSAT IV F1,S07815,Atlas Centaur,AC-35,-,CC,LC36A,-,-,LERC,OS,TR-1022,29500,5700
1975-043,1975 May 24 0322:41,1975-043A,P,DMSP 10533,DMSP Block 5C F-2,S07816,Thor Burner 2A,197/BIIA-24,-,V,SLC10W,-,-,10ADS,OS,SAC7383,NA,NA
1975-044,1975 May 24 1458:10,1975-044A,PH H,Soyuz-18,Soyuz 7K-T No. 40,S07818,Soyuz,F 15000-033,-,NIIP-5,LC1,-,-,RVSN,OS,NK0204-71,17900,7800
1975-045,1975 May 28 0025:01,1975-045A,P,Kosmos-732,Strela-1M Blok 12 No. 1,S07820,Kosmos,53731-272,-,NIIP-53,LC132/1,-,-,RVSN,OS,AK15/RAEX,14900,1500
1975-045,1975 May 28 0025:01,1975-045B,P,Kosmos-733,Strela-1M Blok 12 No. 2,S07822,Kosmos,53731-272,-,NIIP-53,LC132/1,-,-,RVSN,OS,AK15/RAEX,14900,1500
1975-045,1975 May 28 0025:01,1975-045C,P,Kosmos-734,Strela-1M Blok 12 No. 3,S07823,Kosmos,53731-272,-,NIIP-53,LC132/1,-,-,RVSN,OS,AK15/RAEX,14900,1500
1975-045,1975 May 28 0025:01,1975-045D,P,Kosmos-735,Strela-1M Blok 12 No. 4,S07824,Kosmos,53731-272,-,NIIP-53,LC132/1,-,-,RVSN,OS,AK15/RAEX,14900,1500
1975-045,1975 May 28 0025:01,1975-045E,P,Kosmos-736,Strela-1M Blok 12 No. 5,S07825,Kosmos,53731-272,-,NIIP-53,LC132/1,-,-,RVSN,OS,AK15/RAEX,14900,1500
1975-045,1975 May 28 0025:01,1975-045F,P,Kosmos-737,Strela-1M Blok 12 No. 6,S07826,Kosmos,53731-272,-,NIIP-53,LC132/1,-,-,RVSN,OS,AK15/RAEX,14900,1500
1975-045,1975 May 28 0025:01,1975-045G,P,Kosmos-738,Strela-1M Blok 12 No. 7,S07827,Kosmos,53731-272,-,NIIP-53,LC132/1,-,-,RVSN,OS,AK15/RAEX,14900,1500
1975-045,1975 May 28 0025:01,1975-045H,P,Kosmos-739,Strela-1M Blok 12 No. 8,S07828,Kosmos,53731-272,-,NIIP-53,LC132/1,-,-,RVSN,OS,AK15/RAEX,14900,1500
1975-046,1975 May 28 0729:59,1975-046A,P,Kosmos-740,Germes No. 55L,S07821,Voskhod 11A57,77016  -655,-,NIIP-5,LC31,-,-,RVSN,OS,AK15/RAEX,NA,NA
1975-047,1975 May 30 0645,1975-047A,P,Kosmos-741,Gektor-Priroda No. 65L,S07877,Voskhod 11A57,77016  -215,-,NIIP-53,LC43/3,-,-,RVSN,OS,NK96-26-40,NA,NA
1975-F04,1975 Jun  3 0900,1975-F04,P   F,[Interkosmos-14],DS-U3-IK-5 No. 5,F00740,Kosmos,53721-257,-,GTsP-4,LC107/2,-,-,RVSN,OF,AVMDS,14900,1500
1975-048,1975 Jun  3 1320:48,1975-048A,P,Kosmos-742,Germes No. 26L,S07900,Voskhod 11A57,76029  -756,-,NIIP-53,LC43/3,-,-,RVSN,OS,AK15/RAEX,NA,NA
1975-049,1975 Jun  5 0137:59,1975-049A,P,Molniya-1,Molniya-1M No. 37L,S07903,Molniya,76041  -579,-,NIIP-53,LC41/1,-,-,RVSN,OS,AK15/RAEX,15700,3700
1975-049,1975 Jun  5 0137:59,1975-049B,P,SRET 2,SRET-2,S07910,Molniya,76041  -579,-,NIIP-53,LC41/1,-,-,RVSN,OS,AK15/RAEX,15700,3700
1975-050,1975 Jun  8 0238:00,1975-050A,P   D,Venera-9,4V-1 No. 660,S07915,Proton,286-01,-,NIIP-5,LC81/24,-,-,RVSN,DS,NK9810-25,8200,21000
1975-050,1975 Jun  8 0238:00,1975-050D,PX-SD--,SA Veneri-9,SA,S08411,Proton,286-01,-,NIIP-5,LC81/24,-,-,RVSN,DS,NK9810-25,8200,21000
1975-051,1975 Jun  8 1830,1975-051A,P,OPS 6381,HEXAGON SV-10,S07918,Titan III+,23D-10,-,VS,SLC4E,-,-,SAMSO,OS,LR750609,21000,14515
1975-051,1975 Jun  8 1830,1975-051C,P,SSU 1,P-226 No. 1,S07937,Titan III+,23D-10,-,VS,SLC4E,-,-,SAMSO,OS,LR750609,21000,14515
1975-051,1975 Jun  8 1830,1975-051,PX-RT--,SRV Mission 1210-1,SRV-1,A02570,Titan III+,23D-10,-,VS,SLC4E,-,-,SAMSO,OS,LR750609,21000,14515
1975-051,1975 Jun  8 1830,1975-051,PX-RT--,SRV Mission 1210-2,SRV-2,A02588,Titan III+,23D-10,-,VS,SLC4E,-,-,SAMSO,OS,LR750609,21000,14515
1975-051,1975 Jun  8 1830,1975-051,PX-RT--,SRV 1806,SRV Mission 1210-5,A02589,Titan III+,23D-10,-,VS,SLC4E,-,-,SAMSO,OS,LR750609,21000,14515
1975-051,1975 Jun  8 1830,1975-051,PX-RT--,SRV Mission 1210-3,SRV-3,A02604,Titan III+,23D-10,-,VS,SLC4E,-,-,SAMSO,OS,LR750609,21000,14515
1975-051,1975 Jun  8 1830,1975-051,PX-RT--,SRV Mission 1210-4,SRV-4,A02617,Titan III+,23D-10,-,VS,SLC4E,-,-,SAMSO,OS,LR750609,21000,14515
1975-051,1975 Jun  8 1830,1975-051A,PXAS,S75-1,STP S75-1,A09817,Titan III+,23D-10,-,VS,SLC4E,-,-,SAMSO,OS,LR750609,21000,14515
1975-052,1975 Jun 12 0812:01,1975-052A,P,Nimbus 6,Nimbus F,S07924,Delta 2000-Series,595/D111,-,V,SLC2W,-,-,GSFC,OS,TR-1022,37800,1860
1975-053,1975 Jun 12 1230:27,1975-053A,P,Kosmos-743,Germes No. 35L,S07925,Soyuz,76041  -850,-,NIIP-53,LC43/3,-,-,RVSN,OS,AK15/RAEX,17900,7800
1975-054,1975 Jun 14 0300:31,1975-054A,P   D,Venera-10,4V-1 No. 661,S07947,Proton,285-02,-,NIIP-5,LC81/24,-,-,RVSN,DS,NK9810-25,8200,21000
1975-054,1975 Jun 14 0300:31,1975-054D,PX-SD--,SA Veneri-10,SA,S08423,Proton,285-02,-,NIIP-5,LC81/24,-,-,RVSN,DS,NK9810-25,8200,21000
1975-055,1975 Jun 18 0900:00,1975-055A,P ------C,OPS 4966,CANYON 6,S07963,Atlas Agena,5506A/2806?,-,CC,LC13,-,-,SAMSO,OS,CCMOPS,NA,NA
1975-056,1975 Jun 20 0654,1975-056A,P,Kosmos-744,Ikar No. 2L,S07968,Vostok,76043  -324,-,NIIP-53,LC41/1,-,-,RVSN,OS,AK15/RAEX,8600,4717
1975-057,1975 Jun 21 1143:00,1975-057A,P,OSO 8,OSO I,S07970,Delta 1000-Series,586/D112,-,CC,LC17B,-,-,GSFC,OS,TR-1022,NA,NA
1975-058,1975 Jun 24 1204:58,1975-058A,P,Kosmos-745,DS-P1-Yu No. 76L,S07982,Kosmos,45753-173,-,NIIP-53,LC133/3,-,-,RVSN,OS,AK15/AVMDS,14900,1500
1975-059,1975 Jun 25 1259:58,1975-059A,P,Kosmos-746,Germes No. 44L,S07985,Voskhod 11A57,76041  -785,-,NIIP-53,LC43/3,-,-,RVSN,OS,AK15/RAEX,NA,NA
1975-060,1975 Jun 27 1300,1975-060A,P,Kosmos-747,Gektor No. 58L,S07990,Voskhod 11A57,76041  -198,-,NIIP-53,LC41/1,-,-,RVSN,OS,AK15/RAEX,NA,NA
1975-060,1975 Jun 27 1300,1975-060F,PX-S---,Kapsula Kosmosa-747,Nauka 22KS No. 2L,S08013,Voskhod 11A57,76041  -198,-,NIIP-53,LC41/1,-,-,RVSN,OS,AK15/RAEX,NA,NA
1975-061,1975 Jul  3 1340,1975-061A,P,Kosmos-748,Germes No. 45L,S08006,Voskhod 11A57,76041  -776,-,NIIP-53,LC41/1,-,-,RVSN,OS,AK15/RAEX,NA,NA
1975-062,1975 Jul  4 0056:07,1975-062A,P,Kosmos-749,Tselina-OM,S08009,Kosmos,53721-259,-,NIIP-53,LC132/1,-,-,RVSN,OS,AK15/RAEX,14900,1500
1975-063,1975 Jul  8 0505,1975-063A,P,Molniya-2,Molniya-2 No. 23L,S08015,Molniya,78019  -552,-,NIIP-53,LC41/1,-,-,RVSN,OS,AK15/RAEX,15700,3700
1975-064,1975 Jul 11 0415:00,1975-064A,P,Meteor-2,Meteor-2 No. 1L,S08026,Vostok,77016  -383,-,NIIP-53,LC41/1,-,-,RVSN,OS,PL-WWW,8600,4717
1975-065,1975 Jul 15 1220:00,1975-065A,PH H,Soyuz-19,Soyuz 7K-TM No. 75,S08030,Soyuz,F 15000-017,-,NIIP-5,LC1,-,-,RVSN,OS,NK0204-71,17900,7800
1975-066,1975 Jul 15 1950:01,1975-066A,PH H,Apollo-Soyuz Test Project,Apollo CM-111,S08032,Saturn I,SA-210,LUT1,KSC,LC39B,-,-,MSFC,OS,AdvAstSci34,NA,NA
1975-066,1975 Jul 15 1950:01,1975-066C,PP-H,Docking Module 2,Apollo DM-2,S08042,Saturn I,SA-210,LUT1,KSC,LC39B,-,-,MSFC,OS,AdvAstSci34,NA,NA
1975-067,1975 Jul 17 0910:01,1975-067A,P,Kosmos-750,DS-P1-I No. 15L,S08036,Kosmos,64653-175,-,NIIP-53,LC133/3,-,-,RVSN,OS,AK15/AVMDS,14900,1500
1975-068,1975 Jul 23 1300,1975-068A,P,Kosmos-751,Gektor No. 60L,S08040,Voskhod 11A57,76041  -200,-,NIIP-53,LC43/3,-,-,RVSN,OS,AK15/RAEX,NA,NA
1975-069,1975 Jul 24 1900:01,1975-069A,P,Kosmos-752,Taifun-1A,S08043,Kosmos,53721-254,-,NIIP-53,LC132/1,-,-,RVSN,OS,AK15/RAEX,14900,1500
1975-070,1975 Jul 26 1330,1975-070A,P,JSSW 3,Jishu Shiyan Weixing 3,S08053,Feng Bao 1,701-05,-,JQ,LA2B,-,-,SAST,OS,LissovC,NA,NA
1975-071,1975 Jul 31 1300,1975-071A,P,Kosmos-753,Germes No. 46L,S08059,Voskhod 11A57,76041  -786,-,NIIP-53,LC43/3,-,-,RVSN,OS,AK15/RAEX,NA,NA
1975-072,1975 Aug  9 0150:00,1975-072A,P,COS-B,COS-B,S08062,Delta 2000-Series,602/D113,-,V,SLC2W,-,-,GSFC,OS,TR-1022,37800,1860
1975-073,1975 Aug 13 0721:04,1975-073A,P,Kosmos-754,Germes No. 42L,S08069,Voskhod 11A57,78031  -782,-,NIIP-5,LC31,-,-,RVSN,OS,AK15/RAEX,NA,NA
1975-074,1975 Aug 14 1329:21,1975-074A,P,Kosmos-755,Tsiklon-B,S08072,Kosmos,53731-288,-,NIIP-53,LC132/1,-,-,RVSN,OS,AK15/RAEX,14900,1500
1975-075,1975 Aug 20 2122:00,1975-075A,P   D,Viking Orbiter 1,Viking Orbiter 1,S08108,Titan III+,23E-4/TC-4,-,CC,LC41,-,-,LERC/SAMSO,DS,AFT3,21000,14515
1975-075,1975 Aug 20 2122:00,1975-075C,P  LD,Viking Lander 1,Viking Lander 1,S09024,Titan III+,23E-4/TC-4,-,CC,LC41,-,-,LERC/SAMSO,DS,AFT3,21000,14515
1975-076,1975 Aug 22 0210:59,1975-076A,P,Kosmos-756,Ikar No. 3L,S08127,Vostok,76031  -371,-,NIIP-53,LC41/1,-,-,RVSN,OS,AK15/RAEX,8600,4717
1975-077,1975 Aug 27 0142:00,1975-077A,P,Symphonie 2,Symphonie MV2,S08132,Delta 2000-Series,594/D114,-,CC,LC17A,-,-,GSFC,OS,TR-1022,37800,1860
1975-078,1975 Aug 27 1445,1975-078A,P,Kosmos-757,Germes No. 47L,S08147,Voskhod 11A57,76041  -787,-,NIIP-53,LC41/1,-,-,RVSN,OS,AK15/RAEX,NA,NA
1975-079,1975 Sep  2 1309,1975-079A,P,Molniya-1,Molniya-1 No. 34L,S08187,Molniya,78031  -571,-,NIIP-53,LC41/1,-,-,RVSN,OS,AK15/RAEX,15700,3700
1975-080,1975 Sep  5 1449:59,1975-080A,P,Kosmos-758,Yantar'-2K No. 3L,S08191,Soyuz,A 15000-016,-,NIIP-53,LC43/3,-,-,RVSN,OS,NK9718-91,17900,7800
1975-081,1975 Sep  9 0019:06,1975-081A,P,Molniya-2,Molniya-2 No. 24L,S08195,Molniya,76029  -560,-,NIIP-53,LC41/1,-,-,RVSN,OS,AK15/RAEX,15700,3700
1975-082,1975 Sep  9 0530,1975-082A,P,Kiku-1,ETS 1,S08197,N-1,N-1(F),-,TNSC,N,-,-,NASDA,OS,WWW-NASDA,NA,NA
1975-083,1975 Sep  9 1839:00,1975-083A,P   D,Viking Orbiter 2,Viking Orbiter 2,S08199,Titan III+,23E-3/TC-3,-,CC,LC41,-,-,LERC/SAMSO,DS,AFT3,21000,14515
1975-083,1975 Sep  9 1839:00,1975-083C,P  LD,Viking Lander 2,Viking Lander 2,S09408,Titan III+,23E-3/TC-3,-,CC,LC41,-,-,LERC/SAMSO,DS,AFT3,21000,14515
1975-084,1975 Sep 12 0530,1975-084A,P,Kosmos-759,Orion No. 9L,S08275,Soyuz,77016  -662,-,NIIP-53,LC43/3,-,-,RVSN,OS,AK15/RAEX,17900,7800
1975-085,1975 Sep 16 0900:00,1975-085A,P,Kosmos-760,Germes No. 49L,S08281,Voskhod 11A57,76041  -789,-,NIIP-5,LC31,-,-,RVSN,OS,AK15/RAEX,NA,NA
1975-086,1975 Sep 17 0710,1975-086A,P,Kosmos-761,Strela-1M Blok 13 No. 1,S08285,Kosmos,53746-311,-,NIIP-53,LC132/1,-,-,RVSN,OS,AK15/RAEX,14900,1500
1975-086,1975 Sep 17 0710,1975-086B,P,Kosmos-762,Strela-1M Blok 13 No. 2,S08286,Kosmos,53746-311,-,NIIP-53,LC132/1,-,-,RVSN,OS,AK15/RAEX,14900,1500
1975-086,1975 Sep 17 0710,1975-086C,P,Kosmos-763,Strela-1M Blok 13 No. 3,S08287,Kosmos,53746-311,-,NIIP-53,LC132/1,-,-,RVSN,OS,AK15/RAEX,14900,1500
1975-086,1975 Sep 17 0710,1975-086D,P,Kosmos-764,Strela-1M Blok 13 No. 4,S08288,Kosmos,53746-311,-,NIIP-53,LC132/1,-,-,RVSN,OS,AK15/RAEX,14900,1500
1975-086,1975 Sep 17 0710,1975-086E,P,Kosmos-765,Strela-1M Blok 13 No. 5,S08289,Kosmos,53746-311,-,NIIP-53,LC132/1,-,-,RVSN,OS,AK15/RAEX,14900,1500
1975-086,1975 Sep 17 0710,1975-086F,P,Kosmos-766,Strela-1M Blok 13 No. 6,S08290,Kosmos,53746-311,-,NIIP-53,LC132/1,-,-,RVSN,OS,AK15/RAEX,14900,1500
1975-086,1975 Sep 17 0710,1975-086G,P,Kosmos-767,Strela-1M Blok 13 No. 7,S08291,Kosmos,53746-311,-,NIIP-53,LC132/1,-,-,RVSN,OS,AK15/RAEX,14900,1500
1975-086,1975 Sep 17 0710,1975-086H,P,Kosmos-768,Strela-1M Blok 13 No. 8,S08292,Kosmos,53746-311,-,NIIP-53,LC132/1,-,-,RVSN,OS,AK15/RAEX,14900,1500
1975-087,1975 Sep 18 0012,1975-087A,P,Meteor,Meteor (M) No. 28L,S08293,Vostok,76029  -354,-,NIIP-53,LC41/1,-,-,RVSN,OS,PL-WWW,8600,4717
1975-088,1975 Sep 23 0959:59,1975-088A,P,Kosmos-769,Gektor No. 64L,S08322,Voskhod 11A57,77016  -214,-,NIIP-53,LC41/1,-,-,RVSN,OS,AK15/RAEX,NA,NA
1975-088,1975 Sep 23 0959:59,1975-088,PX-S---,Kapsula Kosmosa-769,FEU-170-13 No. 5L,A02611,Voskhod 11A57,77016  -214,-,NIIP-53,LC41/1,-,-,RVSN,OS,AK15/RAEX,NA,NA
1975-089,1975 Sep 24 1200,1975-089A,P,Kosmos-770,Geoid,S08325,Kosmos,53721-260,-,NIIP-53,LC132/1,-,-,RVSN,OS,AK15/RAEX,14900,1500
1975-090,1975 Sep 25 0949:59,1975-090A,P,Kosmos-771,Fram No. 1L,S08327,Soyuz,77016  -011,-,NIIP-53,LC43/3,-,-,RVSN,OS,NK96-26-40,17900,7800
1975-091,1975 Sep 26 0017:00,1975-091A,P      M,INTELSAT IVA F1,INTELSAT IVA F1,S08330,Atlas Centaur,AC-36,-,CC,LC36B,-,-,LERC,OS,TR-1022,29500,5700
1975-092,1975 Sep 27 0837,1975-092A,P,Aura,D-2B,S08332,Diamant BP.4,No. 3,-,CSG,Diamant,-,-,CNES,OS,Falworth,NA,NA
1975-093,1975 Sep 29 0415:00,1975-093A,PP H,Kosmos-772,Soyuz 7K-S No. 2L,S08338,Soyuz,F 15000-021,-,NIIP-5,LC1,-,-,RVSN,OS,NK0204-71,17900,7800
1975-094,1975 Sep 30 1837:59,1975-094A,P,Kosmos-773,Strela-2M No. [20?],S08343,Kosmos,53721-258,-,NIIP-53,LC132/1,-,-,RVSN,OS,AK15/RAEX,14900,1500
1975-095,1975 Oct  1 0830:00,1975-095A,P,Kosmos-774,Germes No. 50L,S08345,Voskhod 11A57,76041  -790,-,NIIP-5,LC31,-,-,RVSN,OS,AK15/RAEX,NA,NA
1975-096,1975 Oct  6 0900:50,1975-096A,P,AE-D,AE-D,S08353,Delta 2000-Series,600/D115,-,V,SLC2W,-,-,GSFC,OS,TR-1022,37800,1860
1975-097,1975 Oct  8 0030:00,1975-097A,P,Kosmos-775,US-K 5V95 No. 2005,S08357,Proton,286-02,-,NIIP-5,LC81/23,-,-,RVSN,OS,NK9810-25,8200,21000
1975-098,1975 Oct  9 1915,1975-098A,P A,OPS 5499,GAMBIT-3 FM-45,S08360,Titan III+,24B-13 (3B-47),-,VS,SLC4W,-,-,SAMSO,OS,Wire,21000,14515
1975-098,1975 Oct  9 1915,1975-098,PX-RT--,SRV Mission 4345-1,SRV-1,A02628,Titan III+,24B-13 (3B-47),-,VS,SLC4W,-,-,SAMSO,OS,Wire,21000,14515
1975-098,1975 Oct  9 1915,1975-098,PX-RT--,SRV Mission 4345-2,SRV-2,A02632,Titan III+,24B-13 (3B-47),-,VS,SLC4W,-,-,SAMSO,OS,Wire,21000,14515
1975-099,1975 Oct 12 0639:36,1975-099A,P,TIP 2,TIP 2,S08361,Scout,S195C,-,VS,SLC5,-,-,AFSC,OS,LAAFB,118500,122
1975-F05,1975 Oct 16 0404:56,1975-F05,P   F,[Luna-24] KT,E-8-5M No. 412,F00744,Proton,287-02,-,NIIP-5,LC81/23,-,-,RVSN,OF,NK9810-25,8200,21000
1975-F05,1975 Oct 16 0404:56,1975-F05,P   F,[Luna-24] VA,VA,F00746,Proton,287-02,-,NIIP-5,LC81/23,-,-,RVSN,OF,NK9810-25,8200,21000
1975-100,1975 Oct 16 2240:00,1975-100A,P,GOES 1,GOES A,S08366,Delta 2000-Series,597/D116,-,CC,LC17B,-,-,GSFC,OS,CCMOPS,37800,1860
1975-101,1975 Oct 17 1429:59,1975-101A,P,Kosmos-776,Gektor No. 66L,S08369,Voskhod 11A57,77041  -216,-,NIIP-53,LC41/1,-,-,RVSN,OS,AK15/RAEX,NA,NA
1975-101,1975 Oct 17 1429:59,1975-101D,PX-S---,Kapsula Kosmosa-776,Nauka 20KS No. 1L,S08412,Voskhod 11A57,77041  -216,-,NIIP-53,LC41/1,-,-,RVSN,OS,AK15/RAEX,NA,NA
1975-102,1975 Oct 29 1100:00,1975-102A,P,Kosmos-777,US-P No. 111,S08416,R-36 / Cyclone,51014-420L,-,NIIP-5,LC90,-,-,RVSN,OS,AK15/RAEX,8400,4100
1975-103,1975 Nov  4 1012:53,1975-103A,P,Kosmos-778,Tsiklon-B,S08419,Kosmos,53731-275,-,NIIP-53,LC132/1,-,-,RVSN,OS,AK15/RAEX,14900,1500
1975-104,1975 Nov  4 1519:58,1975-104A,P,Kosmos-779,Germes No. 51L,S08420,Voskhod 11A57,76041  -791,-,NIIP-53,LC43/3,-,-,RVSN,OS,AK15/RAEX,NA,NA
1975-105,1975 Nov 14 1913:58,1975-105A,P,Molniya-3,Molniya-3 No. 13L,S08425,Molniya,77016  -588,-,NIIP-53,LC43/3,-,-,RVSN,OS,NK9815-26,15700,3700
1975-106,1975 Nov 17 1436:37,1975-106A,PH H,Soyuz-20,Soyuz 7K-T(A9) No. 64,S08430,Soyuz,K 15000- 15,-,NIIP-5,LC1,-,-,RVSN,OS,NK0204-71,17900,7800
1975-107,1975 Nov 20 0206:48,1975-107A,P,AE-E,AE-E,S08440,Delta 2000-Series,604/D117,-,CC,LC17B,-,-,GSFC,OS,TR-1022,37800,1860
1975-108,1975 Nov 21 0920:00,1975-108A,P,Kosmos-780,Gektor No. 63L,S08442,Voskhod 11A57,77016  -213,-,NIIP-5,LC31,-,-,RVSN,OS,AK15/RAEX,NA,NA
1975-108,1975 Nov 21 0920:00,1975-108D,PX-S---,Kapsula Kosmosa-780,Nauka 20KS No. 2L,S08460,Voskhod 11A57,77016  -213,-,NIIP-5,LC31,-,-,RVSN,OS,AK15/RAEX,NA,NA
1975-109,1975 Nov 21 1711,1975-109A,P,Kosmos-781,Tselina-OK No. 1?,S08444,Kosmos,53731-271,-,NIIP-53,LC132/1,-,-,RVSN,OS,AK15/RAEX,14900,1500
1975-110,1975 Nov 25 1700,1975-110A,P,Kosmos-782,Bion No. 3,S08450,Soyuz,F 15000-022,-,NIIP-53,LC43/3,-,-,RVSN,OS,NK96-26-34,17900,7800
1975-111,1975 Nov 26 0327:52,1975-111A,P,Fanhui Shi Weixing (01),FSW No. 2,S08452,Chang Zheng 2C,CZ2C-1   (4),-,JQ,LA2B,-,-,CALT,OS,Lissov/TLE,NA,NA
1975-111,1975 Nov 26 0327:52,1975-111,PX-RT--,FSW RV,FSW RV,A02633,Chang Zheng 2C,CZ2C-1   (4),-,JQ,LA2B,-,-,CALT,OS,Lissov/TLE,NA,NA
1975-112,1975 Nov 28 0010:08,1975-112A,P,Kosmos-783,Strela-2M No. [21?],S08458,Kosmos,53721-252,-,NIIP-53,LC132/1,-,-,RVSN,OS,AK15/RAEX,14900,1500
1975-113,1975 Dec  3 1000,1975-113A,P,Kosmos-784,Gektor No. 61L,S08463,Voskhod 11A57,76041  -201,-,NIIP-53,LC43/3,-,-,RVSN,OS,AK15/RAEX,NA,NA
